	cdc15_10	cdc15_30	cdc15_50	cdc15_70	cdc15_80	cdc15_90	cdc15_100	cdc15_110	cdc15_120	cdc15_130	cdc15_140	cdc15_150	cdc15_160	cdc15_170	cdc15_180	cdc15_190	cdc15_200	cdc15_210	cdc15_220	cdc15_230	cdc15_240	cdc15_250	cdc15_270	cdc15_290
YDL114W	-0.38	0.04	-0.02	-0.13	0.77	0.16	0.16	0.48	0.55	-0.04	-0.3		0.1	0.02	0.14	-0.68	0.81	-0.38	0.74	0		-0.52	-1.16	-0.33
YDL115C	-0.21	-0.06	-0.05	-0.67	0.17	-0.75	0.11	-0.12	-0.05	0	-0.13	-0.35	-0.31	-0.25	0.07	-0.08	0.59	-0.03	0.68	0.54	0.1	0.22	0.05	0.5
YDL116W	0.34	0.33	0.23	0.41	0.08	0.41	-0.66	0.49	-0.26	0.33	-0.77	0.11	-0.53	0.09	-0.61	0.34	0.19	0.13	-0.44	0.06	-0.53	0.19	-0.04	0.13
YDL117W	1.16	1.18	-0.3	-0.59	-0.68	-1.14	-0.84	0.31	0.49	1.1	0.28	-0.07	-0.39	-0.48	-0.68	-0.46	-0.17	-0.34	0.23	0.87	0.18	0.53	0.15	-0.35
YDL118W	0.29	0.46	0.38	-0.15	-0.04	0.12	-0.32	0.06	-0.26	0.22	0.04	-0.28	-0.34	-0.54	-0.13	-0.61	-0.06	-0.32	-0.11	0.02	0.06	0.53	0.52	0.44
YDL119C	0.21	0.64	0.18	0.01	-0.14	-0.71	-0.3	0.16	-0.28	-0.28	0.14	0.15	0	0.08	0	-0.14	0.2	0.02	0.23	0.62	0.05	0.86	-2.37	0.68
YDL120W	-0.04	0.03	0.35	0.31	-0.04	0.46	-0.22	0.3	-0.2	0.16	-0.96	0.03	-0.42	-0.02	-0.18	0.18	-0.02	0.19	-0.42	-0.22	-0.57	0.36	0.35	0.57
YDL121C	0.61	0.56	0.37	-0.31	0.1	-0.35	-0.16	0.25	-0.22	0.12	-0.47	-0.27	-0.43	-0.22	-0.13	-0.03	0.64	0.21	0.39	0.31	-0.53	-0.13	-0.18	-0.15
YDL122W	-0.66	-0.8	-0.54	1.15	0.34	-0.49	0.58	0.5	0.07	-0.31	0.27	-0.75	0.17	-0.03	0.76	-0.43		0.93	0.28	0.36	0.89	-1.49	0.2	-0.99
YDL123W	0.96							-0.96																
YDL124W	-0.31	-0.55	-0.66	-0.1	-0.01	-0.48	-0.87	-1.2	-0.25	0.01	-0.43	-0.03	-0.14	0.22	0.68	-0.07	-0.78	0.39	-0.05	0.91	0.91	1.07	0.8	0.95
YDL125C								-1.23													1.23			
YDL126C	-0.45	-0.54	-0.45	-0.38	-0.24	-0.52	-0.24	-0.69	-0.17	-0.05	-0.23	-0.34	-0.24	-0.19	0.55	0.11	-0.07	0.05	0.44	1.17	0.97	0.7	0.37	0.45
YDL127W	0.45	1.98	0.47	-0.32	-0.13	-1.13	-0.58	-0.87	0.12	1.07	0.95	0.66	0.52	0.29	-0.7	-1.1	-1.58	-1.1	-0.66	0.26	0.31	0.71	0.24	0.15
YDL128W	-1.13	-0.52	-0.57	-0.45	-0.2	-0.59	-0.03	-0.54	0.11	-0.04	-0.33	0.08	-0.08	-0.11	0.47	-0.01	0.05	0.11	0.63	1.39	0.78	0.36	0.34	0.29
YDL129W																								
YDL130W	-0.29	-0.44	-0.49	-0.29		-0.33		-0.38		0.16		0.18	-0.01	0.07		0.24		0.05				0.62	0.46	0.45
YDL131W	0.07	0.2	0.22	0.42	0.35	0.37	0.44	0.3	-0.13	0.34	0.01	0.04	-0.41	-0.1	-1.17	-0.08	-1.17	0.18	-0.5	-0.01	-0.55	0.38	0.26	0.55
YDL132W	-0.46	-0.5	-0.59	-0.46	-0.08	-0.62	0.01	-0.46	-0.03	-0.16	0.13	-0.3	0.07	0.06	0.57	-0.16	0.07	-0.11	0.62	1.08	0.77	0.3	0.09	0.18
YDL133W	-0.24	-0.26	-0.16	0.17	0.25	0.04	0.26	0.26	-0.04	-0.14	0.04	-0.21	0.1	0.1	-0.64	0.01	-0.77	0.18	0.19	0.47	-0.1	0.26	0.05	0.19
YDL134C	-0.78	0.08	-0.72		-0.17		0.04				-0.58			0.98	0.64					-0.06	0.56			
YDL134C-A	-0.62	-0.06	-0.19	-0.22	0.27	0.02	0.15	0.15	0.36	0.09	-0.16	0.38	0.36	0.14	-0.14	-0.27	-0.19	-0.22	0.12	0.27	-0.07	-0.44	0.01	0.25
YDL135C	0.16	0.08	0.47	0.03	-0.03	0.15	-0.05	0.03	-0.47	0.08	-0.64	0.23	0.1	0.36	-0.35	-0.05	-1.1	-0.08	-1	0.37	-0.13	0.59	0.44	0.83
YDL136W																								
YDL137W		0.26		-0.26																				
YDL138W	0.13	0.29	-0.12	-0.43	-0.04	-0.21	0.18	0.3	0.71	0.31	-0.14	0	-0.65	0.29	-0.39	-0.32	0.1	0.03	0.54	0.13	0.16	-0.09	-0.23	-0.54
YDL139C																								
YDL140C	-0.03	0.06	-0.16	0.33	-0.31	0.16	0.01	0.06	0.24	0.1	0.01	-0.05	0.03	0.08	0.06	0.22	-0.03	0.01	0.06	-0.53	0.51	-0.25	-0.25	-0.31
YDL141W																								
YDL142C	-0.38	0.04	0	0.24	-0.38	0.18	-0.21	0.02	0.13	0.02	-0.29	0.05	-0.56	-0.78	0.35	0.25	0.26	0.18	-0.16	-0.05	0.6	0.18	0.04	0.26
YDL143W																								
YDL144C	0.05	-0.37	-0.45	-0.32	-0.14	-0.04	-0.01	-0.05	0.34	-0.08	-0.13	-0.11	0.01	-0.19	0.33	-0.52	0.25	-0.19	0.56	0.02	0.97	0.02	0.01	0.05
YDL145C	0	-0.38	0.4	0.1	0.28	0.07	-0.07	-0.03	0.18	0	-0.14	-0.03	0.25	0.07	-0.14	0	0.58	-0.41	0.62	-0.16	-0.1	-0.36	-0.26	-0.5
YDL146W	-0.53	-0.44	-0.51	-0.38	0.39	-0.6	0.27	-0.49	0.85	-0.55	0.14	-0.27	0.38	-0.33	0.76	-0.22	0.27	-0.15	0.73	0.43	0.64	-0.11	-0.2	-0.08
YDL147W							0.72			0.09				-0.82										
YDL148C	-0.29	-0.32	-0.36	-0.21		-0.51		-0.39		0.06		-0.11		0.09		0.08		0.14				0.69	0.53	0.59
YDL149W								-1.87		1.23	0.64													
YDL150W	1.2	0.97	0.41	-0.03	-0.96	0.07	0.2	0.01	-0.04	0.21	-0.99	-0.21	-0.61	-0.35	-0.23	0.5	-0.29	0.32	-0.49	0.51	-0.59	0.32	-0.04	0.09
YDL151C																								
YDL152W	-0.07	-0.2	-0.43									-0.11		-0.03								0.3	0.26	0.28
YDL153C																								
YDL154W	-0.35	-0.51	-0.51																				0.74	0.63
YDL155W																								
YDL156W	-0.27	-0.44	-0.13	-0.17	-0.17	-0.32	-0.32	-0.36	-0.13	-0.03	-0.27	0.02	-0.17	0.06		0.14		-0.05		0.56	0.27	0.44	0.5	0.85
YDL157C	0.22	0.53	0.63	0.29	0.52	-0.09	-0.75	-0.46	-0.39	-0.08	0.23	0.4	0.27	0.48	-0.05	0.12	-0.83	-0.03	-0.36	-0.25	-0.81	-0.03	0	0.43
YDL158C								-0.81								0.81								
YDL159W																								
YDL160C	-1.32													1.17									0.15	
YDL161W																								
YDL162C																								
YDL163W	0.16					-0.16																		
YDL164C																	0.55					-0.55		
YDL165W																								
YDL166C				-0.4														0.4						
YDL167C																								
YDL168W																								
YDL169C	0.11	0.31	-0.15	-0.58	-0.31	-0.95	0.29	-0.13	-0.34	0.19	-0.49	0.08	0.06	-0.25	-0.28	-0.67		-0.33	0.27	0.51		0.91	0.85	0.91
YDL170W	-0.27	-0.57	-0.12	-0.18	-0.41	-0.34	-0.18	-0.34	-0.24	0.09	-0.43	-0.1	-0.14	0.13		0.18		0.26		0.77	0.14	0.62	0.43	0.68
YDL171C	-0.44	-0.28	0	0.47	0.33	0.53	0.49	0.58	0.08	0.48	0.27	0.23	0.16	0.16	-0.11	0.11	-0.24	-0.11	-0.24	-1.28	-0.06	-0.22	-0.28	-0.61
YDL172C	-0.4	-0.56	-0.56									-0.04		0.11		-0.21						0.6	0.42	0.64
YDL173W							0.74											-0.74						
YDL174C	-0.66	-0.73	-0.48	0.05	0.18	0.33	0.17	0.39	0	0.14	-0.49	0.37	-0.33	0.52	-0.92	0.41	0.2	0.32	-0.06	-0.35	-0.2	0.24	0.32	0.57
YDL175C							-0.73												0.73					
YDL176W	-0.52	-0.58	-0.78									-0.01		-1.19						1.57		0.6	0.38	0.54
YDL177C	-1.43	0.21	0.12	0.03	-0.13	0.09	0.33	0.09	-0.41	-0.17	-0.33	0.45	-0.28	0.2	0.36	-0.06	-0.01	-0.11	-0.33	-0.04	0.84	0.09	0.11	0.39
YDL178W	-0.27	-0.48	-0.43							0.05		-0.07		-0.03		-1.02						0.86	0.6	0.78
YDL179W													0.38									-0.38		
YDL180W	-0.59	-0.65	-0.69	0.07	0.35	0.23	0.55	0.36	0.5	0.22	-0.04	-0.15	-0.15	-0.39	-0.65	0.3	0.61	0.29	0.13	-0.67	0.59	-0.4	0.25	-0.09
YDL181W							0.52				-0.32					-0.2								
YDL182W						1.2		0.17								-0.34		-1.03						
YDL183C	0.26	0.02	-0.13	-0.03	-0.24	-0.17	0.25	0.02	-0.46	0.03	-0.3	-0.02	-0.26	-0.15	0.45	-0.2	0.17	0.03	-0.57	-0.29	0.53	0.31	0.34	0.41
YDL184C	-0.6	-0.3	-0.02	-0.14	0.46	0.12	-0.28	0.17	0.01	0.34	0.3	0.39	-0.01	0.33	-1.5	-0.06	0.05	0.13	-0.06	0.12	-0.47	0.02	0.24	0.76
YDL185W																								
YDL186W	-0.24																						0.24	
YDL187C																								
YDL188C																								
YDL189W																								
YDL190C	0.25							-0.25																
YDL191W												1.5											0.81	-2.3
YDL192W		-0.51											0.51											
YDL193W	0.25	0.21	0.23	0.15	0.05	0.03	-0.09	-0.04	-0.38	0.46	-0.14	0.54	0.19	0.4	-0.38	0.25	-0.38	0.25	-0.35	0.43	-0.14	0.56	0.4	-2.54
YDL194W	-0.44	-0.11	-0.44	-0.31	-0.28	-0.43	0.01	-0.31		-0.02	-0.14	-0.35	0.12	-0.26	0.45	-0.08	0.42	0.01	0.45	0.72	0.5	0.19	0.11	0.2
YDL195W																								
YDL196W	-0.43	-0.5	-0.57							-0.09		-0.16		-0.23								0.84	0.54	0.58
YDL197C																								
YDL198C	-0.25	-0.48	-0.43			-0.66						0.56		0.08				-1.28				0.97	0.64	0.87
YDL199C																								
YDL200C	0.05	0.26	0	-0.22	-0.34	-0.27	-0.05	-0.07		-0.05	-0.22	-0.26	-0.09	0.14	0.39	-0.22	-0.07	0.11	-0.06	0.38	0.32	0.19	-0.16	0.28
YDL201W																								
YDL202W	-0.07	-0.21	-0.33					-0.58		-0.01	-0.19	0.05	-0.03	0.99		-0.51		-0.15				0.65	0.41	0
YDL203C		0.26					-0.26																	
YDL204W	-0.48	-0.04	-0.3						-0.36	-0.2		0.51		1.42								-0.04	-0.4	-0.13
YDL205C																								
YDL206W																								
YDL207W	0.14	0.17	0.33	0.28	-0.1	0.26	-0.14	0.26	-0.37	0.2	-0.48	0.36	-0.06	0.09	-0.58	0.23	-0.51	0.13	-0.56	0.43	-0.58	0.32	0.08	0.08
YDL208W																								
YDL209C																								
YDL210W																								
YDL211C	0.12	0.48	0.71	0.16	0.21	-0.2	0.06	-0.36	-0.36	0.45	0.34	0.78	0.45	0.34	-0.16	0.01	-0.38	-0.36	-0.23	-0.62	-0.55	-0.2	-0.25	-0.44
YDL212W	-0.02	-0.02	-0.04				0.73				-0.31		0.43		0.4	-0.23	0.33		0.57	-0.23	0.26	-0.88	-0.34	-0.66
YDL213C	0.93	1.2	0.84	0.07	-0.67	0.31	-0.32	0.37	1.73	0.43	-0.58	0.11	-0.98	-0.13	-1.67	0.07	-1.3	0.38	-0.95	1.03	-1.37	0.26	-0.13	0.35
YDL214C	0.13	0.45	-0.06	0.22	-0.38	-0.21	-0.08	0.3	0.31	0.11	0.53	-1.08	-0.14	0.04	0.08	0.36	0.15	-0.14	0.02	-0.28	0.39	-0.33	0.11	-0.51
YDL215C	-0.11	-0.33	-0.35	0.04	0.03	-0.05	0.2	0	-0.4	-0.15	-0.21	-0.18	-0.09	-0.07	0.51	0.34	0.32	0.03	-0.19	-0.56	0.51	0.34	0.22	0.15
YDL216C	-0.09	0.12	0.27	0.04	-0.16	0.01	0.07	0.01	-0.16	-0.09	0.1	-0.64	0.39	0.2	-0.04	0.1	0.01	-0.01	-0.42	-0.06	-0.03	0.33	-0.15	0.2
YDL217C																								
YDL218W	-0.67	0.29	-0.47	0.03	0	-0.43	0.78	0.06	0.24	-0.23	0.21	-0.41	0.37	-0.25	0.25	0.06		0.26	0.55	0.41	1.12	-1.43	-0.32	-0.4
YDL219W	-0.46	-0.03	-0.12	-0.2	-0.14	-0.1	0.98	0.24	-0.55	-0.15	-0.03		-0.12	-0.12	3.07	-0.49	-0.71	-0.32	-0.42	0.2	-0.42	-0.23	0	0.13
YDL220C	-1.04	0.37	-0.01	-0.11	-0.09	-0.36	0.47	0.12	0.08	0.04	0.34	0.58	0.05	0.1	-0.27	-0.06	0.08	-0.04	0.23	0.46	0.93	-1.4	-0.12	-0.34
YDL221W	-0.07	0.23	0.07	-0.16	0.23	-0.01	0.22	-0.09	0.17	0.07	0.48	0.02	0.51	0.01	-0.06	-0.42	0.04	-0.35	0.19	0.07	0.28	-0.4	-0.6	-0.44
YDL222C	-0.93	0.12	-0.18	0.04	0.9	-0.26	0.74	-0.45	0.48	-0.93	0.19	0.09	0.24	0.04	1.16	-0.3	0.46	0.06		0.52	0.8	-0.96	-0.24	-1.59
YDL223C	-0.25	0.03	0.31	0.08	0.12	-0.03	-0.14	0.28	0.15	0.05	-0.19	-0.42	0.34	-0.52		-0.36		-0.08	0.57	0.19	0.72	-0.28	-0.16	-0.4
YDL224C	-0.2	-0.01	-0.09	-0.2	0.08	-0.09	0.05	-0.42	0.05	-0.19	0.55	-0.08	0.24	0.37	0.29	0.01	0.47	-0.05	0.12	0.32	0.61	-0.71	-0.62	-0.49
YDL225W	0.02	0.54	0.25	0.34	-0.1	0.37	0.05	0.56	-0.24	0.11	-0.07	0.18	-0.22	0.38	-0.59	-0.4	-1.34	0.07	-0.2	0.81	-0.52	-0.05	0.11	-0.08
YDL226C	-0.12	-0.06	0.11	0	-0.54	0.25	0.08	0.08	-1	0.22	-0.28	0.43	-0.21	0.42	-0.72	0.2	-0.45	0.27	0.02	0.09	0.2	0.41	0.22	0.39
YDL227C	-0.28	0.22	-0.12	-0.12	-0.11	0.17	-0.46	0.35	-0.25	-0.09	0.55	0.62	0.58	-0.03	-0.44	-0.48		-0.21	0.28	0.15	0.36	-0.57	0.1	-0.21
YDL228C	-0.37	0.21	0.01	-0.14	0.58	-2.83	0.89	-0.21	0.45	0.05	0.54	-0.19	0.65	-0.19	0.53	-0.13	-0.16	-0.1	0.59	0.36	0.6	-0.41	-0.31	-0.43
YDL229W	-0.08	-0.25	-0.07	0.04	0.34	-0.07	0.18	-0.02	-0.12	-0.01	0.58	0.52	0.07	0.05	0.31	-0.72	0.1	-0.29	0.11	0.11	0.05	-0.2	-0.25	-0.39
YDL230W	0.14	-0.13	-0.47	0.42	0.22	-0.81	0.5	0.18	0.01	-1.69	0.93	-0.11	0.15		0.33	-0.67	0.85	1.17		0.49	0.86	-0.93	-0.64	-0.81
YDL231C	0.03	0.06	-0.21	-0.29	0.57	-1.05	0.43	0.14	0.45	-0.19	0.12	0.32	0.08	0.37	0.38	-0.86	0.54	-0.62	0.57	-0.39	1.29	-0.86	-0.05	-0.81
YDL232W	-0.01	-0.18	-0.13	0.25	0.33	-0.16	1.05	-0.01	-0.88	-0.01	0.21	0.1	0.21	0.45	0.34	-0.14	-0.05	0.34	-0.34	-1.42	0.42	-0.23	-0.01	-0.11
YDL233W	-0.13	0.29	-0.09	-0.37	0.7	-0.5	0.18	0.51	-0.01	-0.45	0.21	-0.35	0.27	-0.01	0.5	-0.74	0.59	-0.11	0.5	0.11	0.79	-0.66	-0.31	-0.91
YDL234C	-0.51	-0.23	-0.26	1.52	0.53	-0.71	-0.18	0.66	-0.32	-0.26	0.73	-0.67	0.16	1.01	0.02	-1.76	-0.02	2.25	-0.18	0.11	0.6	-1.71	0.65	-1.41
YDL235C	0.37	0.37	0.25	-0.17	0.32	-0.32	0.3	-0.4	-0.02	-0.27	-0.32	0.72	-0.32	0.02	0.21	-0.23	0.05	-0.32	-0.12	-0.42	0.56	0.02	-0.17	-0.12
YDL236W	0.06	-0.06	-0.04	0.24	-0.18	0.09	-0.06	0.3	-0.61	0.38	0.32	0.24	-0.5	0.29	0.17	0.09	-0.18	0.43	-0.46	-0.25	0.31	-0.67	-0.07	0.14
YDL237W	-0.32	-0.51	-0.34	-0.19	0.1	-0.05	-0.1	0.01	0.1	0.16	0.13	0.43	0.19	0.28	-0.47	0.01	0.15	0.26	0.01	-0.65	0.16	0.12	0.18	0.32
YDL238C	-0.04	0.03	-0.09	0.38	0.68	-0.6	0.72	-0.41	0.29	-0.24	0.69	-0.13	0.36	-0.74	0.6	-0.55	-0.05	-0.07	-0.15	0.19	0.66	-0.55	-0.18	-0.77
YDL239C	0.02	0.56	0.6	-1.24	0.86	-2.04	0.98	-1.65	0.4	-1.59	0.4	0.58	0.8	0.2	0.9	-1.8		-1.46	0.24	1.06	1.41	-0.49	1.38	-0.14
YDL240W	-0.11	-0.45	-0.53	1.24	0.35	-0.15	0.27	0.21	-0.05	-0.35	0.46	-0.55	0.05	0.01	0.46	-0.91	-0.07	0.33	0.22	0.13	0.68	-0.57	0.52	-1.18
YDL241W	-0.16	0.39	1.14	-2.5	1.2	0.24	0.23	0.15	-0.01	0.1	-0.11	0.04	-0.25	0.26	-0.04	-0.36	-0.32	0.05	0.02	-0.44	0.5	0.02	-0.07	-0.08
YDL242W	-0.09	0.12	-0.05	-0.44	-0.05	-0.07	0.41	-0.37	0.65	-0.33	0.2	-0.14	0.17	-0.26	0.17	-0.59	0.56	-0.11	0.67	0.02	0.69	-0.49	-0.2	-0.47
YDL243C	0.45	-0.02	-0.37	-0.35	0.25	-0.59	0.02	-0.14	0.39	-1.45	0.65	0.61	0.44	0.3	1.02	-0.59	0.47	-0.72	-0.02	-0.12	0.79	-0.53	-0.04	-0.45
YDL244W	-0.59	0.06	0.01	-0.32	0.01	-1.11	1.24	-1.14	1.12	-0.99	0.17	-0.34	0.74	-0.5	0.59	-0.44	0.52	0.16	0.78	0.86	1.22	-1.21	0.1	-0.93
YDL245C	-0.3	-0.09	-0.56	-0.41	0.48	-0.37	0.68	-0.11	0.28	0.08	0.42	-0.03	0.45	-0.03	1	-0.69	0.4	-0.87	0.55	0.61	0.73	-1	-0.26	-0.96
YDL246C	-0.31	0.32	-0.14	-0.23	0.02	-1.14	0.28	-1.22	0.63	-0.62	-0.18	0.62	0.82	-0.03	1.24	-0.16	0.02	-0.48	1.02	0.49	0.86	-1.11	0.38	-1.08
YDL247W	0.08	0.08	-0.52	-0.34	-0.2	-1.14	0.62	-0.22	0.71	0.64	0.66	0.08	0.55	0.19	0.09	-1.18	0.34	-0.32	0.68	0.2	1.04	-0.91	-0.36	-0.76
YDL248W	-0.04	-0.07	0.06	-1.18	0.47	-0.84	0.69	-1.22	0.4	-0.41	-0.17	0.02	0.9	0.33	1	-0.89	0.64	-0.81	0.84	-0.04	1.02	-0.55	-0.13	-0.01
YDR001C	0.28	-0.01	0.08	-0.63	0.61	-0.73	-0.21	0.16	0.16	0.32	0.67	0.4	0.6	0.3	0.27	-0.63	-0.44	-0.63	0.39	1.24	0.32	-0.9	-0.63	-1
YDR002W	0.8	0.8	0.71	0.08	-0.38	0.27	-0.25	-0.06	-0.79	-0.05	-1.01	-0.12	-0.75	0.22	-0.38	0.29	-0.33	0.17	-0.79	0.36	-0.27	0.56	0.29	0.64
YDR003W	0.05	0.01	-0.06	-0.02	0.3	-0.31	-0.21	-0.21	-0.17	-1.23	0.89	0.27	0.03	0.09	-0.02	0.2	-0.59	-0.2	-0.06	0.23	-0.02	0.48	0.24	0.32
YDR004W	0.37	0.22	-0.01	-0.44	0.07	-0.31	0.3	-0.11	0.08	-0.37	-0.13	0.13	0	0.85	0.27	-0.31	-0.14	-0.28		0.27	0.28	-0.19	-0.25	-0.3
YDR005C	-0.06	-0.22	-0.32	-0.89	0.5	-0.73	-0.3	-0.59	1.44	0.31	0.53	0.53	0.45	0.1	0.4	-1.18	0.3	-0.49	0.54	0.73	0.24	-0.76	0.24	-0.76
YDR006C	-0.53	-0.17	-0.17	1.04	0.31	-0.86	0.68	0.06	0.32	-0.19	0.69	-0.55	-0.06	0.61	0.36	-0.64	0.09	0.64	-0.04	-0.38	0.52	-1.44	0.66	-0.94
YDR007W	0.18	0.14	-0.35	-0.42	0.54	0.36	1.03	-1	0.58	-0.12	-0.17	0.14	0.18	-0.07	0.43	-1.21	0.3	-0.65	0.23	0.47	0.57	-0.27	-0.25	-0.65
YDR008C	0.18	0.08	0.34	0.53	-0.49	-0.23	-0.15	0.14	-0.33	-0.12	-0.24	0	-0.36	0.32	0.4	0.37	0	0.23	0.02	-0.44	0.35	-0.28	-0.13	-0.18
YDR009W	-0.02	0.21	-0.28	-0.34	0.44	-0.88	0.56	-0.43	0.51	-0.22	-0.11	1.55	0.25	0.14	0.7	-1.48	0.28	-0.22	0.51	0.04	0.98	-0.88	-0.37	-0.94
YDR010C	0.02	0.18	-0.24	-0.3	0.24	-0.26	-0.34	-0.15	0.19	-0.66	-0.26	-0.73	-0.06		0.81	-0.68	0.12	1.38	0.14	-0.01	0.93	-0.46	0.74	-0.61
YDR011W	0.02	0.47	-0.15	-0.25	0.72	-0.54	0.78	-0.16	0.13	-0.54	0.39	1.21	0.14	0.6	0.67	-1.23	-0.16	-0.52	0.25	0.55		-1.04	-0.41	-0.92
YDR012W	-0.77	-0.5	-0.05	0.34	-0.32	0.61	0.34	0.46	-0.21	0.3	0.25	0.2	0.2	0.02	0.28	-0.21	0.35	0.26	0.35	-1.44	0.28	-0.12	-0.23	-0.36
YDR013W	-0.36	0.27	-0.21	-1.36	1.12	-0.24	2.33	-0.37	-0.18	-0.13	0.1	0.75	0.27	0.18	-0.1	-0.32	-0.62	-0.37	-0.29	0.31	0.05	-0.24	-0.34	-0.23
YDR014W	-0.47	-0.29	-0.19	0.42	-0.05	-0.02	0.55	0.28	-0.92	-0.05	0.81	-0.09	-0.21	0.28	0.82	-1.47	0.32	0.59	0.03	-0.25	0.62	-0.45	0.49	-0.79
YDR015C	0.92	0.1	0.37	-0.2	0.66	-0.82	1.06	-0.14	0.06	-0.05	-0.27		0.24	0.29		-0.96		-0.59		0.39		-0.29	-0.16	-0.61
YDR016C	-0.25	-0.33	0.24	0.5	-0.2	0.18	-0.37	-0.39	-0.47	-0.39	0.14	0.07	-0.09	0.51	0.42	-0.59	0.18	0.39	0.12	-0.23	-0.18	-0.09	0.4	0.43
YDR017C	-0.04	0.19	-0.36	-0.09	0.72	-0.48	0.65	-0.69	0.11	-0.34	0.21	1.67	-0.21	0.21		-0.85		-0.79	1.19	0.6	0.61	-0.99		-1.3
YDR018C	-0.36	-0.25	-0.45	0.38	0.34	-1.03	0.21	-0.22	0.42	-0.6	-0.15	0.19	0.59	1.58	0.8	-0.23	0.06	-1.6	0.93	0.25	0.94	-0.74	0.12	-1.18
YDR019C	-0.12	0	-0.45	-0.49	0.32	-0.47	0.54	-0.23	0.15	-0.34	0.26	0.33	0.27	0.19	0.26	-0.51	0.07	-0.51	0.92	0.16	1.28	-0.47	-0.42	-0.73
YDR020C	-0.47	0.12	0.04	0.59	0.65	0.12	0.44	-0.35	0.35	-0.72	-0.04	-0.17	0.95	0.18	0.4	-0.08	0.44	-0.78	0.53	0.04	0.14	-1.29	0.17	-1.25
YDR021W	0.09	0.37	-0.46	-0.25	0.3	-0.32	0.95	-0.21	0.76	-0.85	0.39	0.15	0.12	0.31	0.3	-0.69	-0.49	-0.29	0.27	0.61	0.67	-0.85	-0.16	-0.72
YDR022C	-0.19	0.16	0.13	0.38	0.06	-0.84	0.36	-0.36	-0.12	-0.68	-0.14		0.13	1.37	0.44	-0.34	0.44	-0.49	0.59	-0.1	0.83	-0.9	0.03	-0.76
YDR023W	0.05	0.23	0.43	0.26	0.2	0.17	-0.15	0.05	-0.46	0.2	0	-0.07	-0.15	-0.62	-0.46	0.09	-0.83	0.14	-0.26	0.71	-0.35	0.42	0.09	0.32
YDR024W	0.15	0.33	0.2	0.1	-0.13	-0.25	0.29	-0.17	-0.19	-0.36	-0.36	-0.07	0.16	0.95	0.11	-0.21	0.3	-0.54	0.38	0.24	0.56	-0.6	-0.32	-0.6
YDR025W	-0.45	-0.09	0.14	-0.39	0.19	-1.2	0.79	-0.32	0.44	-0.13	0.31	1.33	0.08	-0.01	0.3	-1.3	0.26	-1.34	0.28	0.64	1.08	-0.07	-0.32	-0.22
YDR026C	-0.43	0.19	-0.32	-0.47	-0.18	-1.41	0.18	-0.32	0.42	-0.59	0.09	-0.75	0.67	1.64	1.01	-0.09	0.58	-0.64	1.33	0.36	0.79	-0.93	-0.15	-0.99
YDR027C	-0.35	0.18	-0.25	0.02	0.6	-0.37	0.81	0.32	0.18	-0.42	0.24	0.69	0.47	-0.81	0.75	-0.71	0.37	-0.42	0.72	0.5	0.9	-1.02	-0.84	-1.53
YDR028C	-0.41	0.11	0.12	-0.57	0.52	-0.33	0.72	-0.21	0.63	-0.29	-0.16	0.05	0.58	0.46	1.18	0.03		-0.75	0.26	0.35	0.72	-1.19	-0.35	-1.48
YDR029W	0.05	-0.21	0.16	0.19	0	0.19	0.89	0.13	-0.31	-0.56	-0.26	-0.21	0.25	-0.37	-0.12	0.16	0.36	-0.54	0.13	0.37	-0.43	0.09	-0.04	0.06
YDR030C	-0.14	-0.29	0.02	1.37	-0.37	0.28	0.33	-0.11	-0.37	-0.23	-0.09	-0.14	0.08	-0.64	0.49	-1.14	-0.01	0.78	0.02	0.45	0.85	-0.86	0.17	-0.44
YDR031W	-0.31	0.27	-0.18	-0.31	0.39	-0.96	0.15	-0.75	-0.16	-0.47	0.17	1.29	-0.28	0.58	0.43	-0.71	0.4	-0.6	0.43	-0.11	0.56	0	0	0.17
YDR032C	0.47	-0.05	-0.12	0.03	-0.5	-0.08	-0.56	-0.14	-0.92	0.09	0.08	0.29	-0.03	0.28	0.46	-0.07	0.18	0.49	-0.06	-1.12	-0.68	0.5	0.58	0.87
YDR033W	-0.04	-1.31	-3.25	-1.31	0.16	0.71	1.28	1.45	2.02	0.98	0.46	-0.42	-1.11	-1.57	-0.93	-0.03	0.93	1.04	1.48	-0.09	0.96	0.15	-0.58	-0.99
YDR034C	-0.13	-0.35	-0.54	0.47	-0.53	-0.07	-0.18	-0.18	2.04	-0.18	0.09	0.05	-0.25	0.11	-0.18	-1.07		0.56	-0.07	-0.05	-0.15	0.16	0.3	0.13
YDR035W	0.2	0.07	-0.35	0.21	0.54	-0.34	-0.09	-0.17	0.12	0.21	0.17	0.96	-0.32	0.34	-0.41	-0.65	0.42	0.17	0.71	-0.34	0.57	-0.83	-0.45	-0.73
YDR036C	-0.12	-0.29	-0.17	1.02	0.01	0.07	-0.01	-0.59	-0.67	-0.01	0.18	0.17	-0.02	0.37	0.18	-0.51	-0.05	0.43	0.49	-0.2	0.11	0.11	-0.06	-0.45
YDR037W	0.29	0.47	-0.53	0.05	0.61	-0.6	0.23	-1.13	-0.24	-0.83	0.11	1.14	-0.05	0.79	-0.16	-1.28	0.59	-0.28	0.57	0.95	0.25	-0.28	-0.24	-0.41
